iter	MultiClass
435	0.3600977601
436	0.3593312956
437	0.3587149613
438	0.3585081072
439	0.3579442011
440	0.3573353348
441	0.3566062244
442	0.3559329293
443	0.3553134689
444	0.3547026263
445	0.3540314974
446	0.3534917957
447	0.353128817
448	0.3526862592
449	0.3520838882
450	0.351592287
451	0.3509182555
452	0.3504085972
453	0.349734548
454	0.3490412553
455	0.3483891632
456	0.3480250541
457	0.3475638209
458	0.3469981197
459	0.346460265
460	0.3458115584
461	0.3452076052
462	0.3447682312
463	0.3443425732
464	0.3439099206
465	0.3435192799
466	0.3429069714
467	0.3424569585
468	0.3418322368
469	0.3412362165
470	0.3406561974
471	0.3401765227
472	0.339492191
473	0.3389711638
474	0.3382931034
475	0.3377818604
476	0.3373126619
477	0.3365689791
478	0.3360691282
479	0.3358875498
480	0.3351934067
481	0.3345328008
482	0.3338498034
483	0.3333628163
484	0.3330377955
485	0.3326378357
486	0.3323306
487	0.3317942339
488	0.3311928615
489	0.330637715
490	0.3300691795
491	0.3294247007
492	0.3289820742
493	0.3285290113
494	0.3277320989
495	0.3272469764
496	0.3267604511
497	0.3263520106
498	0.3259088328
499	0.3254294206
500	0.3249357691
501	0.3242802179
502	0.3236764178
503	0.323288599
504	0.3230178673
505	0.3226030053
506	0.3219700183
507	0.3215240047
508	0.3211664753
509	0.3206334276
510	0.3198474408
511	0.3195789789
512	0.3191136798
513	0.3185908656
514	0.3179703625
515	0.3175342866
516	0.316904532
517	0.3164680988
518	0.3160449081
519	0.3157844476
520	0.3154187374
521	0.3150207649
522	0.3144646106
523	0.313994894
524	0.3135570739
525	0.3131097737
526	0.3126699259
527	0.3124031657
528	0.3119383556
529	0.3115278633
530	0.3110913708
531	0.3107279003
532	0.3100488893
533	0.3095343053
534	0.3092722632
535	0.3088480839
536	0.3084051178
537	0.3081274932
538	0.3076279677
539	0.3071387732
540	0.3067100335
541	0.306223289
542	0.3057727337
543	0.3053715007
544	0.3050528211
545	0.3046370838
546	0.3043422319
547	0.3038858498
548	0.3035010596
549	0.303190274
550	0.3028866748
551	0.3024888317
552	0.3020380988
553	0.3015727503
554	0.3010841484
555	0.3004586917
556	0.3001939069
557	0.299824742
558	0.2993411707
559	0.2989266482
560	0.2986808403
561	0.2982632985
562	0.2978651125
563	0.2974794528
564	0.2971107621
565	0.2967146359
566	0.2964174035
567	0.2957339087
568	0.2952184918
569	0.2949208337
570	0.294466681
571	0.2940328792
572	0.2934061798
573	0.2930038019
574	0.2925664017
575	0.292130495
576	0.2916332998
577	0.2912929601
578	0.2910109674
579	0.2906084667
580	0.2901882522
581	0.2898741112
582	0.2895147513
583	0.2891088003
584	0.2886207023
585	0.2881297194
586	0.2876643473
587	0.2874580254
588	0.2868116149
589	0.2864006684
590	0.2860222775
591	0.2856675988
592	0.2850981308
593	0.2845932825
594	0.2842114752
595	0.2838635426
596	0.2835436916
597	0.2831583101
598	0.2827176832
599	0.2822602415
